rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,arxiv:2309.16930v1,PONG: Probabilistic Object Normals for Grasping via Analytic Bounds on Force Closure Probability,2023,arXiv,http://arxiv.org/abs/2309.16930v1,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
2,doi:10.2139/ssrn.6365601,GraspMind: Multi-Granularity Language-Conditioned Affordance Prediction for Robotic Grasping,,,https://doi.org/10.2139/ssrn.6365601,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
3,doi:10.32920/32253735.v1,Development and Evaluation of a Vision-Language Guided Robotic Manipulation Pipeline,,,https://doi.org/10.32920/32253735.v1,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
4,doi:10.32920/32253735,Development and Evaluation of a Vision-Language Guided Robotic Manipulation Pipeline,,,https://doi.org/10.32920/32253735,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
5,doi:10.3390/s23249827,Analysis of Contact Force and Shape Change on Grasping a Square Object Using an Actual Fin Ray Soft Gripper,2023,Sensors,https://doi.org/10.3390/s23249827,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
6,arxiv:2310.05239v3,Lan-grasp: Using Large Language Models for Semantic Object Grasping and Placement,2023,arXiv,http://arxiv.org/abs/2310.05239v3,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
7,doi:10.3390/app16073376,Robust Vision-Language-Action Models via Object-Centric Learning and Distance-Based Chunk Alignment,2026,Applied Sciences,https://doi.org/10.3390/app16073376,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
8,doi:10.3390/mi15121513,A High-Repeatability Three-Dimensional Force Tactile Sensing System for Robotic Dexterous Grasping and Object Recognition,2024,Micromachines,https://doi.org/10.3390/mi15121513,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
9,arxiv:2308.16893v1,Language-Conditioned Path Planning,2023,arXiv,http://arxiv.org/abs/2308.16893v1,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
10,doi:10.1115/detc2025-168923,A Vision-Language Model Approach for Object Segmentation and Robotic Grasping,2025,Volume 5: 21st IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications (MESA); 49th Mechanisms and Robotics Conference (MR),https://doi.org/10.1115/detc2025-168923,Addresses grasping and language-conditioned manipulation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Semantic force closure revisited keeps action-critical alternatives explicit until a physical observation collapses them.
